category,duration,upload_time,hook,retention,engagement,trending,viral
7,1281,0,0.7128055923916904,0.7646477312366248,2.8360907938365147,0,0
3,3529,1,0.5528400087640528,0.5281747243573554,22.865961307830414,0,1
1,839,2,0.7545379761511037,0.402266262215222,4.02146709953521,1,1
5,3102,1,0.0383490509254073,0.35450264518983965,14.358653993655867,0,0
5,52,2,0.027083654828207737,0.7114199135615035,5.766801009532973,1,0
9,1556,0,0.08334932692085206,0.9633737120007027,0.6138220804283071,0,0
3,3549,2,0.43756532514714264,0.6229492470420671,2.207071419350184,0,0
5,825,1,0.2354501456269431,0.9212738522250394,17.77394587186369,1,1
1,525,2,0.9842612944157846,0.11280643387565277,4.640924655132143,0,0
9,929,0,0.5422901390113669,0.8150235820624052,5.805566215293637,1,1
1,454,2,0.6624157460811585,0.8682423921640716,9.493686870509775,0,1
9,2777,1,0.27882013624669666,0.6678944541493262,16.46531484739072,1,1
3,2095,0,0.3217969085876088,0.9406548994255566,11.787372584695689,1,1
7,2012,1,0.3354619141411559,0.6309216935931696,23.620794378244867,0,1
6,1498,2,0.6987357051503006,0.3164832122740744,10.911136549417616,0,0
8,2704,3,0.4737062076893085,0.29414550650337484,5.0583599129170445,1,0
7,3140,1,0.5176836525300744,0.6002526400234437,13.4499567012843,0,0
4,1263,2,0.5920029821593453,0.9158355374465899,11.327151415862188,1,1
1,1827,3,0.768811656238217,0.16513115117956928,19.699744629522243,1,1
4,2288,3,0.09036974851247814,0.6439514609898199,23.38451864043311,1,1
7,594,0,0.7768739122188216,0.7928231256838221,20.923751178109033,1,1
9,3049,3,0.5632350688751798,0.20386186266121223,9.787089150655959,0,0
8,1334,1,0.6690954448552572,0.20509272164081166,5.481291445054856,1,0
8,1886,1,0.327551764840762,0.4295151970026293,22.87077453164679,0,0
0,162,3,0.40938683681644916,0.3464930561947452,9.709897320785483,0,0
8,478,2,0.23116581965392025,0.2784827430043208,19.278144923872883,1,1
6,2341,1,0.9792999974174053,0.27882475625021075,24.739230796200978,1,1
8,1860,1,0.49700297251031667,0.21760212918235228,14.478322769730374,1,0
7,2188,0,0.9960769157965979,0.6497686117737572,12.049023662385249,1,1
0,879,2,0.48978597806126634,0.7193130432256784,17.526782483782263,1,1
7,1291,3,0.21975126438406734,0.7326426041911401,4.928881421686957,0,0
7,1510,2,0.5074523967368567,0.5791185785247456,12.257169496086387,1,1
2,930,0,0.0395955717990778,0.95761564269901,7.87703585204711,0,0
0,788,0,0.9047698014219513,0.8924794998310592,4.189273979824429,0,1
7,1569,2,0.8185502511944411,0.961868028399652,15.292400070870723,1,1
2,1929,0,0.7258205206942847,0.4499159303144602,14.435081527907853,1,1
2,2938,0,0.60982671544246,0.8900048439595222,19.05396963358924,1,1
0,2974,0,0.5798342336703631,0.7865872294661954,21.836956093609896,0,1
4,891,2,0.9967282140794629,0.4059756127306118,5.587362051920142,1,1
9,1877,0,0.27799743401993793,0.19593393265379738,19.514596036139626,1,0
6,3274,3,0.779684365365578,0.7143591249071269,9.247890502747932,0,1
9,2270,3,0.5814047702136574,0.22280709170969232,15.757259484656277,0,0
8,544,1,0.9758805437588852,0.3643982263010008,21.2709766871357,0,1
6,2867,3,0.8278031832982524,0.5503281187994086,6.47900937061689,0,0
8,997,1,0.9985251129895927,0.7118942816336258,15.063935970749343,0,1
7,1621,2,0.5883249944624463,0.9336048914775744,12.059940042284504,0,1
1,3510,0,0.20454395754493504,0.633916040364097,19.785374606922904,1,1
0,113,3,0.5036870356947338,0.7042717897048854,17.46130834363352,0,1
6,827,1,0.7111111340505746,0.37901246513588027,19.26383271399072,1,1
6,2157,2,0.7743603861815881,0.718563354785685,7.269783927119882,0,1
7,1631,1,0.0005099890159435683,0.4940111086570671,17.63847172281849,0,0
4,3310,0,0.505027088502294,0.8712380645953964,15.184566269064502,0,1
2,551,3,0.23523457997064656,0.4532054625113269,11.471343355539341,1,1
7,1252,2,0.8749118332547884,0.5214448194909013,9.52075789016694,0,0
5,1624,1,0.15290544405022855,0.4893289812192321,8.356840766806227,0,0
2,263,2,0.6664562495748334,0.8300105508766465,0.34089159644046574,1,1
0,1872,1,0.26606219032492484,0.9583292773107148,4.322007927539012,0,0
2,2321,1,0.35654214321427224,0.3945486708849466,1.5685574843628216,1,0
4,1446,0,0.9405592607568448,0.5275251106858692,21.224102811478765,0,1
2,1619,0,0.24044812540807947,0.7353336400239121,21.516212873335544,1,1
0,1499,1,0.09500276182293066,0.9058434598312579,21.170214083562765,1,1
4,2926,3,0.06928490144422583,0.5443306271614187,20.466202132409187,0,0
9,422,2,0.5046151100994621,0.19800415740405455,5.611128292846623,0,0
6,38,2,0.641711482284288,0.4318042451511894,12.345475745315781,0,0
6,642,0,0.3272936435708872,0.5953256968961017,22.705309922013083,1,1
8,1973,3,0.6902597417930808,0.47577214536942936,19.0185666717719,1,1
9,2884,1,0.061033718573237805,0.2679001541092631,0.14532512026358643,1,0
9,744,0,0.8573346449228768,0.13329054580889577,11.539721752454456,0,0
2,1957,1,0.8165672097392378,0.7186677994719054,0.36568796156540007,1,1
6,3254,1,0.9854962713920856,0.9934634716994283,7.088460069818803,0,1
0,139,0,0.9365049809018454,0.9272859705069554,10.950484786549437,0,1
3,863,3,0.3561971639189281,0.7149438197747321,22.333192386991946,0,1
3,295,2,0.39927538401557716,0.8573768276647863,16.394168675268432,1,1
4,1426,0,0.7459648474782595,0.33015485662047384,9.125865680698698,0,0
6,3253,3,0.1340827719549832,0.6601909924706018,12.317307071077732,0,0
6,2061,1,0.31401471024483485,0.1545437938590689,20.452998266064654,1,1
3,1005,0,0.11854093697564827,0.7364655345812119,7.561424417931458,0,0
6,1648,2,0.4548864490728314,0.9728851051218418,15.414365909169794,1,1
2,984,2,0.5520042798853176,0.8747175764960732,6.6299474088074755,1,1
5,3516,1,0.2111604699627524,0.5809967872944737,12.051089586869196,0,0
1,2984,0,0.026631686914105,0.8098661973814989,0.713996738695377,1,0
9,1699,2,0.7193558317505231,0.9495089289533482,21.321655455343127,0,1
8,1379,0,0.02000516442616851,0.2944158201452939,1.3038859046532807,0,0
4,2749,2,0.9734026089283562,0.8139326616796402,5.68657644597695,1,1
5,1604,1,0.22160725674239545,0.342862262171968,8.404445786074382,1,0
3,2253,1,0.6639000921162911,0.8892526797456998,15.66651180750282,0,1
9,2602,0,0.43475172623998914,0.18851905512113093,18.028833292818888,0,0
6,3416,3,0.0596738603371072,0.26039657698285734,2.103230952907538,0,0
8,3168,3,0.47218360663446746,0.7485548171246216,1.1822905985312804,1,1
6,3029,1,0.5167606342967996,0.2572997534769241,19.994848177070786,1,1
0,3285,2,0.8546832080928685,0.24224887171273995,17.832946694212747,0,1
0,1088,3,0.7323490696478979,0.5999201896589849,20.80560382094095,1,1
8,1987,1,0.07930247475338636,0.8514885139381637,16.945802803069558,1,1
8,2582,2,0.20916268343226507,0.34162068274716617,18.800205531880653,0,0
3,878,2,0.3118876842149477,0.8570243644349365,9.538055737873904,0,1
8,992,3,0.11640768646481947,0.8271580568913772,14.795589577834747,0,0
2,1855,1,0.45689907091449056,0.6211948608634019,20.154269337466552,1,1
6,3177,2,0.9843091908625355,0.6819064783185431,4.385726606722275,0,1
5,2549,2,0.5146127912377616,0.1363970679507174,10.62829172457217,1,0
7,2600,0,0.7418821683231693,0.43042200247334195,18.538195235148546,1,1
8,2957,0,0.6829377976993461,0.33705543800651727,13.362650636953116,0,0
4,3384,3,0.849911435092138,0.23500347465472518,17.07327057786167,1,1
0,2351,0,0.21572349046560946,0.45069339624128335,7.392442977307766,0,0
2,2131,1,0.7538262616930282,0.41941377671268965,0.9053270378103477,1,1
9,3156,3,0.8813552403057495,0.7560025103167543,0.8257299158839662,1,1
7,917,3,0.17150982298024275,0.6382867064290779,23.575251295605657,1,1
5,774,0,0.34680221978800374,0.9217900619218173,23.61904709547653,1,1
7,2354,2,0.9701017643315615,0.23086682475025502,5.360930264870023,0,0
8,3544,1,0.7807878459797924,0.1537737447911734,3.771894883476506,0,0
3,2960,1,0.28259083253753237,0.5811470087420159,0.5516818639362198,1,0
0,1471,1,0.563941769644487,0.10092442474970657,5.8582957222499354,0,0
0,2709,3,0.4043261228494788,0.8089470488214691,8.425350884748882,1,1
9,1278,1,0.4899651763271299,0.5553755998165085,6.106941577583239,1,0
3,2647,2,0.3551661913907085,0.5392590184521042,19.954865093624413,0,1
6,3356,2,0.2793310185303406,0.4262463808517569,18.760819431958343,0,0
1,205,0,0.6747630413914187,0.43747645253388634,2.117252202678262,0,0
2,595,1,0.7785418150861175,0.48802031042559024,17.463308041742106,0,0
0,3247,3,0.8739571227473448,0.11442910998342717,13.06256948520912,0,0
4,2848,0,0.15532996731818804,0.1751912084945842,3.3909360487340066,1,0
0,1717,2,0.8228555236452406,0.5545432180101134,18.514432219275264,0,1
7,1438,1,0.25480082447706354,0.2351100386978237,2.2425345728376445,0,0
0,291,2,0.42733638991005063,0.8008863475122984,4.511051578454114,0,1
0,560,0,0.9014436858492466,0.34703665660407323,3.8157393906737607,0,0
1,1907,2,0.454503600982602,0.18810967361439165,23.481931763745454,1,1
1,1424,1,0.1970635340443162,0.3116889333131048,17.484084479795754,0,0
5,1736,1,0.1598686552371178,0.4213884071402093,10.341019636202525,0,0
6,2968,0,0.4729837666521338,0.13178494773539526,20.572883356135172,1,1
4,1250,1,0.7626724239765541,0.22750797194769612,5.477389297104382,0,0
0,977,2,0.9972051439743013,0.3914620790297677,23.284222648222958,0,1
0,614,2,0.7874086284309019,0.3794324264287877,17.45523328988965,1,1
2,2892,3,0.8770119589428536,0.8203480269038552,14.03355796110249,1,1
1,1650,3,0.747832360934888,0.8589299277813878,19.88674637271287,0,1
4,3385,3,0.895435100756106,0.27407673922919495,16.155046437486444,1,1
9,2379,2,0.07629354331391325,0.21154589552156267,22.18902094776101,0,0
5,1185,2,0.9299315989816455,0.6707462358892765,20.74590123585311,0,1
6,3221,0,0.39640615372565613,0.8241612001258882,5.025979575515392,1,1
3,1781,3,0.9216142232804446,0.9673507875017183,6.067628633554773,1,1
6,3237,2,0.07573283745947557,0.10611665627186286,1.7209256030135227,0,0
7,2705,0,0.7152429571211358,0.47231030208412406,5.582953037602781,0,0
0,2650,2,0.7356887486702045,0.7605890506849471,8.652872736959553,1,1
5,2606,0,0.9969108892977727,0.845703368986919,0.8178011437950788,1,1
7,2111,3,0.7688552706898137,0.15605735381478802,7.942567400644286,1,0
4,561,3,0.3825737058156067,0.7125530675177146,19.311491456519782,1,1
3,1261,3,0.5572485516185454,0.360044845659073,21.024157190539018,0,0
1,2023,2,0.36655093816659023,0.16713726339981283,0.32094492068684055,1,0
5,1727,2,0.19601864530485813,0.5401923235792006,0.27796125290389384,1,0
5,3400,0,0.24850232750227352,0.2423380088837314,3.743046995449928,0,0
0,1575,1,0.22201053427432094,0.7633067662555163,21.827168812271363,0,1
8,3195,1,0.5488153301632129,0.7671356197295082,11.785023473195608,0,0
5,1467,3,0.9061606345318933,0.8578609884887585,24.574261696582724,0,1
2,400,1,0.9127266260883976,0.43981181663297697,22.194553497593354,0,1
3,438,3,0.05476377752582551,0.11197881750757926,22.264190025478694,0,0
3,1436,0,0.07989940095189352,0.3337623445370318,3.299063155026376,0,0
2,3542,1,0.2451190571723435,0.5210305295727492,11.93321079539644,1,1
9,1931,1,0.2550594524694749,0.7246101514744454,24.840405873218668,0,1
2,1500,3,0.09488917523925111,0.4438365271180672,3.811201333484439,1,0
2,646,0,0.3884633411734405,0.5824435564604242,14.398412995093043,1,1
3,100,1,0.5877253926912872,0.5718372287101452,8.672571799631811,0,0
6,113,1,0.5781622005994637,0.24848411442248491,9.757667686506844,0,0
3,2286,1,0.5434296812585927,0.6607445500720114,22.28073335060848,1,1
8,288,0,0.3386719248874972,0.49532655538485804,14.738773972887845,0,0
0,3340,0,0.7064556853165807,0.8271268314872438,18.99353209578125,1,1
7,1355,1,0.8264839409810714,0.7215500873160099,16.863536497631504,0,1
6,3333,3,0.34627426647740844,0.2003222675777992,13.272490695192237,0,0
1,961,3,0.08553535929946199,0.5398825690329117,19.813608849382362,0,1
7,2359,1,0.2963302510918565,0.7322449226447687,24.27124935716856,1,1
0,423,0,0.13736865457490277,0.17831055322660838,24.173806893499076,1,0
8,2495,1,0.46735872722718086,0.8132473293009683,19.75735482473492,0,0
8,3307,0,0.15593515131607827,0.29980406317995945,12.2345109181558,1,0
1,3365,1,0.4628447576579773,0.5527763159263207,4.162658083860911,0,0
6,1364,0,0.22100289232464776,0.9465051587253726,1.207315673400171,1,0
9,2936,2,0.738731105462403,0.6142008113400556,5.862979712312007,0,0
2,1959,3,0.027568240835845637,0.4816490065335527,8.57242418997883,1,0
6,1750,2,0.5547463038319256,0.1061154346592284,3.333255436359511,0,0
9,655,3,0.1694882749200567,0.22007226049667028,5.696656707350059,0,0
8,3180,0,0.0009918644696270684,0.6207974965881888,2.1802820675660133,1,0
3,1922,2,0.8692000880648071,0.5444425365883644,13.13955660436817,1,1
0,3443,3,0.6715277878140676,0.4274462580821482,3.245322960221321,1,1
1,1866,1,0.0989428220505234,0.9308942968547056,18.59493888508157,0,1
0,591,0,0.6640723676838556,0.3992342836833468,8.382979475787659,1,1
4,2909,0,0.6116473327375985,0.583435680799696,16.834361583859657,0,1
4,3196,1,0.47335668704320333,0.6118420685717171,22.074733933501577,1,1
6,1823,1,0.419258098425614,0.5747215510575304,2.241811909171559,1,0
8,970,3,0.8870697629157349,0.5298268523860894,24.72611960657649,1,1
8,3452,0,0.24514801989745127,0.4033573624107173,16.166559224931714,1,0
2,2139,3,0.3983100570133833,0.9178872697356575,1.4288117923727321,1,1
2,1195,1,0.32911541289482726,0.5057229355832303,7.918655574961556,0,0
2,1895,0,0.7712010290366336,0.5756039806114681,22.167504208642264,1,1
3,2811,1,0.9164653062325394,0.690830185447218,14.946216748885155,0,1
7,1921,3,0.8497816987402305,0.16089043818838122,7.251836944398386,0,0
5,3212,3,0.7977039302997685,0.8031593273169206,23.518315151523,1,1
7,1669,3,0.9867899455700829,0.561256579077432,19.702589003154767,0,1
0,1580,0,0.6971445504103851,0.6914592422604702,18.4149085541337,1,1
7,811,1,0.7510537912135338,0.7948108588723223,22.2218352881669,1,1
3,1724,1,0.982802539705019,0.8866894516877931,19.267520623244533,0,1
0,3258,3,0.006990785399174082,0.45299837525763786,7.239784994651685,0,0
7,2616,3,0.634048376436365,0.8302869034140296,14.638763280587636,1,1
3,626,3,0.7389715319532896,0.33295320600931155,21.072925577272887,1,1
5,2086,3,0.917827053757195,0.6943020858616297,4.603117857398589,1,1
7,2353,2,0.8838443041843428,0.19243657061167546,4.159279659579959,1,0
3,2304,2,0.8419606812337943,0.1180274206816677,4.058508564514909,0,0
2,2263,2,0.9457912719417038,0.18618681350137573,4.936956339096767,0,0
8,2668,3,0.5373791879137075,0.3874442379062283,2.67044730876912,1,0
2,3317,3,0.006920095584826758,0.12798515244219785,20.95696259710774,1,1
8,2510,1,0.011054398697009526,0.6674421449685363,20.47612368789735,0,0
1,2646,0,0.5446390556178581,0.3848900845440384,3.869087897291466,0,0
1,2733,1,0.4352722388639413,0.7627384609428681,17.667875700087617,0,0
1,385,2,0.4512450533654485,0.14132362264264509,15.711691424327745,1,0
5,2920,1,0.400404737210037,0.29503140989274834,6.977237213747798,1,0
2,2070,3,0.9177258090912357,0.46720308279672873,5.7614739989636545,0,0
8,421,2,0.3591703511697899,0.44438640606464164,6.339587796357993,0,0
3,608,2,0.8562269417630832,0.21789880555270644,18.292702141861003,0,1
0,3376,0,0.9028647937916409,0.9947231322234914,8.050994951877227,1,1
3,3595,0,0.4995017699989548,0.3559956227504524,7.021186012675087,1,0
0,1670,2,0.4469380373650883,0.7489288761863168,0.6597793867293571,1,0
4,3552,2,0.7610206042154468,0.29802402749054635,22.715088695035387,0,1
3,2497,1,0.7079715076398824,0.8900660896534756,18.8423331975262,0,1
7,2038,2,0.32853511659620593,0.4489824791347232,11.872313527587337,0,0
7,1753,3,0.10254812592464657,0.910812240090194,23.578880316729247,1,1
6,193,1,0.26485240018248035,0.40765142767057394,7.408952073208012,0,0
2,2856,3,0.13102850581229897,0.10777943934722212,16.90015557526039,1,0
0,667,3,0.29473227577669137,0.5653183879706153,7.698244404200235,0,0
0,3284,3,0.26182156558079905,0.5723091425359867,7.932853395421808,0,0
2,3411,2,0.6377114238867135,0.20785076450977202,21.13325825121022,1,1
5,2094,0,0.9544960284547797,0.31146721607736316,19.696846641050186,1,1
6,2523,0,0.6857437323304836,0.8051460318832144,7.423275023367984,1,1
5,199,3,0.9266494080645696,0.1330802421657933,2.1265989400981855,1,0
5,3381,2,0.7841322586084434,0.5405740180180126,9.003845075820841,0,0
5,369,1,0.7278776220711732,0.5773673110722065,19.02543263358435,0,1
2,755,3,0.4140619402133414,0.7198408546085115,2.603554593506663,1,0
5,1963,1,0.32479450286336864,0.13371064066012167,16.835311531608987,0,0
7,1064,1,0.8462773724729192,0.6270816943814176,22.25510517185623,0,1
1,1675,2,0.9053932329290053,0.10278823292036487,4.562756174565672,1,0
4,162,2,0.451882493650932,0.33866053056027157,21.568887674726476,1,1
0,2978,0,0.009063098186644414,0.5497158297848331,1.3789606731765873,1,0
0,2717,0,0.7925310589064705,0.9201532036830554,16.70531842645503,0,1
4,3249,2,0.28506884047229164,0.2139308344049819,19.796869117359233,1,0
2,852,3,0.009887865016920738,0.25236021610294757,11.174676329717373,1,0
3,983,0,0.8049885589761221,0.7023250579454449,5.172844500856486,1,1
2,2156,1,0.5174141888168982,0.43737552444015904,23.125764522697292,0,0
0,375,3,0.6852107463384691,0.6610792617305846,0.5972248282189037,0,0
0,638,1,0.9146898211444775,0.9977087504208404,13.921273607815356,1,1
4,3350,2,0.5411738301381054,0.9881844952139687,9.383950276755302,1,1
5,668,1,0.5031940725789658,0.41834222154497924,11.580324167478038,0,0
2,1077,3,0.2906621213482635,0.5535328184423494,13.460469901344505,0,0
8,1524,2,0.3051938344399526,0.9142211427664539,13.415240694436067,1,1
4,1254,3,0.7965420660296458,0.18295089616770183,5.170229227535157,1,0
7,2208,1,0.44902924558593704,0.5070735134531623,17.02458784021108,0,0
0,2433,3,0.1635262086081204,0.439819613484813,0.5767924506844383,0,0
4,3021,2,0.09452876400049559,0.36539449539489754,0.6274839459001322,1,0
2,179,1,0.47292011686177937,0.9947837907301134,12.014334797829916,0,1
0,1579,1,0.46495502361773045,0.7601943645751401,13.59338171872987,0,1
3,1357,0,0.653458278205396,0.44987229315362975,6.944748094336483,1,0
4,1594,0,0.4710674777451407,0.8461197024988772,13.836720787308154,0,0
6,79,3,0.14347570413421473,0.5406994906408512,12.951119901341192,1,0
0,2541,0,0.5078028847985135,0.8855419711310728,8.795591813838854,1,1
2,3341,0,0.9067894038860251,0.3397418610675206,16.329188449973405,1,1
1,1535,0,0.15944141162021241,0.3012402046483589,23.952636692014554,1,0
8,2532,0,0.689754640977749,0.3225580131227028,12.320987091185872,0,0
9,3384,2,0.5938592649655265,0.5846325185125472,19.672663905947008,0,1
5,364,2,0.7485857267118027,0.36218205203962117,6.265154432967441,0,0
9,1405,0,0.15060027342759275,0.2324077157317457,19.072569778336284,1,0
2,697,3,0.9416053369059946,0.9951651266551589,16.257758267099657,0,1
7,1702,2,0.6209664277671586,0.9103899046972691,16.028474720214763,0,1
7,2404,0,0.8470711376911368,0.6715111937437717,22.336579977011468,0,1
1,1045,2,0.2466067636802356,0.9023885865315513,5.910421348311067,1,1
5,365,1,0.7394128893979616,0.941916463757037,9.274407915564458,1,1
6,695,2,0.781030704333919,0.708497462679252,2.1683796795735444,0,1
1,3072,2,0.39743527238707566,0.5668118008221774,18.180387421553384,1,1
9,110,3,0.3839534528834221,0.8938016129932095,21.11229540396033,1,1
1,2164,2,0.6577962650257493,0.6110172972216186,10.205254240431895,0,0
9,1829,3,0.09340768176021597,0.2141204885684866,8.98498777985966,0,0
0,287,1,0.7356241502175089,0.43017040041175525,16.500431210827536,0,1
7,1020,0,0.042886759839410926,0.5013288565618393,1.98220247365449,1,0
0,214,3,0.19059030112082598,0.941832114522036,7.4166632137942115,0,0
8,1745,2,0.6641437572413672,0.6932669250752401,9.218698683526075,0,0
5,2775,2,0.09832366709196383,0.8877498065163016,13.012898072365724,1,1
6,152,3,0.97184209147679,0.7818325307559426,11.966573564778335,1,1
9,3197,1,0.8683962094619007,0.37887479787041467,5.296142527088207,1,0
6,634,0,0.6263023324067365,0.7468380937577649,13.565618059196979,0,1
9,2592,2,0.8190574556693498,0.2757697623314872,23.154130403080565,1,1
2,933,1,0.8875800485895678,0.4673312305457209,0.7744884683985339,1,1
1,3544,0,0.25947564957181846,0.8254826714403389,17.039633652876347,1,1
8,1567,0,0.8494115879493195,0.6507362457237055,15.655254778831488,1,1
7,2011,2,0.1947937836376018,0.8428712553573534,23.11823117232039,1,1
9,1424,3,0.41334226414881536,0.3292332241150462,16.169089016136336,1,0
6,2382,2,0.5582596312485993,0.7747739491845654,15.658583540777979,0,1
8,3458,2,0.7138909630740324,0.28209192529765287,19.26816093644618,0,0
3,3249,2,0.030141317722528038,0.5907737551582065,6.768368125609539,0,0
3,1338,1,0.290509412778189,0.4901811350089882,14.933733334562703,1,0
0,2734,3,0.6085190982103903,0.6008282719937262,13.033585623109962,0,0
7,1895,1,0.35736867914911874,0.22198008162544525,11.01796541570884,0,0
2,1971,2,0.7750250556294934,0.42510508796171054,2.079230467499574,0,0
6,2339,3,0.6516521611507162,0.7002134477795563,7.3864585645197485,1,1
1,1627,0,0.23440145372373578,0.6026777146729246,7.071544678355219,0,0
1,520,3,0.14592897959233309,0.5940727830206377,18.133848833383624,0,0
6,2815,2,0.6290469935870504,0.559747100918129,23.02433776673983,0,1
5,1084,3,0.4504673277047577,0.9494964190349906,5.8466018496335295,0,1
2,731,0,0.1689570411013186,0.9411127281457607,1.958136078394015,1,1
8,2964,0,0.32637420531837735,0.42413047551846483,24.998928163782377,1,0
9,1321,3,0.3030467483185866,0.4167055104257843,17.311012720337967,0,0
5,2089,0,0.1081319723393751,0.599408610915755,22.17312409005741,1,1
9,1244,1,0.5469090192652281,0.18604565572528703,3.6825974550085268,1,0
9,1453,3,0.7636486339125541,0.37270603069076436,20.039124223822483,0,0
5,1590,0,0.575466888852987,0.30778080922105544,20.351761275103694,0,0
0,1971,0,0.8262913649373523,0.3010507015027857,3.8720742571661675,1,1
3,2168,3,0.12756854721543132,0.6746549733057411,4.118964084342983,1,0
9,629,1,0.4356118578222239,0.4459153009097344,7.456735281432845,1,0
5,1839,3,0.6094151036580991,0.25404793728247566,5.498007446129919,0,0
5,2378,0,0.6760015609419073,0.8988146604889836,24.387706710609187,1,1
4,1164,3,0.695786306423427,0.8867338191440148,9.137301457547217,1,1
0,109,0,0.728965427097881,0.8762166311790117,19.05652965300345,1,1
7,865,2,0.6514298121960167,0.4516704480320135,20.14576500671855,0,1
4,681,3,0.09422808894086765,0.15128420815940716,9.709928090151395,0,0
4,2510,3,0.6953056776022964,0.19606781610499247,17.096380301630155,0,0
6,446,0,0.7247826567743876,0.3484432717941693,2.7842235083036044,1,0
3,3315,0,0.9934799343336271,0.2979730036977892,9.984355081900205,0,0
5,1500,0,0.693362436701126,0.8865870581339519,24.186035436363007,1,1
3,2095,0,0.6868303957515489,0.9877223623503335,4.29641328244873,0,0
2,1107,3,0.514813290181972,0.8350062960986221,9.704211487045718,0,0
6,1933,0,0.8679229085851139,0.7568640124742696,19.78398559631161,0,1
7,775,3,0.9968347619611583,0.6297617259345828,16.66903904727046,0,1
3,2032,1,0.7790448701974321,0.7929174692618856,15.824813179202522,0,1
1,269,3,0.6125003778578084,0.9523299809731518,21.34611073762632,0,1
9,2923,0,0.07895482693156819,0.6412102029163729,0.824436691290069,0,0
